Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;05:39:55;14:15:07;14.02.2019;Y;11;51 15.34130 N;011 25.10780 E;1.763;3.2;;191.4;22.750;13.0;35.736;1013.739;8.2;66673
$;05:39:57;14:15:09;14.02.2019;Y;11;51 15.34256 N;011 25.10720 E;1.965;3.6;;190.9;22.750;13.0;35.706;1013.710;8.2;66673
$;05:39:59;14:15:11;14.02.2019;Y;12;51 15.34439 N;011 25.10724 E;3.458;6.4;8.53;191.8;22.750;13.0;35.790;1013.890;8.2;66673
$;05:40:01;14:15:13;14.02.2019;Y;12;51 15.34558 N;011 25.10709 E;0.421;0.7;;190.7;22.750;13.0;35.790;1013.919;8.2;66673
$;05:40:03;14:15:15;14.02.2019;Y;12;51 15.34686 N;011 25.10674 E;1.118;2.0;;193.6;22.500;13.0;35.835;1013.830;8.2;66673
$;05:40:05;14:15:17;14.02.2019;Y;12;51 15.34847 N;011 25.10569 E;1.390;2.5;;194.7;22.750;13.0;36.3;1014.20;8.2;66673
$;05:40:07;14:15:19;14.02.2019;Y;12;51 15.35009 N;011 25.10561 E;1.925;3.5;1.72;194.6;22.625;12.875;36.102;1013.840;8.2;66673
$;05:40:09;14:15:21;14.02.2019;Y;12;51 15.35185 N;011 25.10554 E;1.674;3.1;;194.2;22.625;13.0;36.140;1014.80;8.2;66673
$;05:40:11;14:15:23;14.02.2019;Y;12;51 15.35303 N;011 25.10602 E;2.428;4.4;0.47;192.4;22.625;12.875;36.163;1014.30;8.2;66673
$;05:40:13;14:15:25;14.02.2019;Y;12;51 15.35402 N;011 25.10600 E;0.950;1.7;;193.4;22.750;12.875;36.263;1014.140;8.2;66673
$;05:40:15;14:15:27;14.02.2019;Y;12;51 15.35598 N;011 25.10582 E;2.980;5.5;355.28;192.9;22.625;12.750;36.499;1014.99;8.2;66673
$;05:40:17;14:15:29;14.02.2019;Y;12;51 15.35777 N;011 25.10610 E;0.322;0.5;;191.4;22.625;13.0;36.491;1014.289;8.2;66673
$;05:40:19;14:15:31;14.02.2019;Y;12;51 15.35868 N;011 25.10603 E;1.663;3.0;;188.7;22.750;12.875;36.690;1014.340;8.2;66673
$;05:40:21;14:15:33;14.02.2019;Y;12;51 15.35983 N;011 25.10572 E;1.559;2.8;;187.7;22.750;13.0;36.827;1014.340;8.2;66673
$;05:40:23;14:15:35;14.02.2019;Y;12;51 15.36193 N;011 25.10545 E;3.169;5.8;355.81;187.3;22.625;13.125;37.56;1014.510;8.2;66673
$;05:40:25;14:15:37;14.02.2019;Y;12;51 15.36341 N;011 25.10574 E;1.977;3.6;;185.3;22.625;13.0;37.270;1014.390;8.2;66673
$;05:40:27;14:15:39;14.02.2019;Y;12;51 15.36776 N;011 25.10600 E;2.717;5.0;5.87;186.5;22.625;13.0;37.338;1014.479;8.2;66673
$;05:40:29;14:15:41;14.02.2019;Y;12;51 15.37033 N;011 25.10605 E;3.126;5.7;354.64;188.0;22.625;12.875;37.308;1014.440;8.2;66673
$;05:40:31;14:15:43;14.02.2019;Y;12;51 15.37061 N;011 25.10668 E;1.058;1.9;;184.3;22.625;13.0;37.254;1014.429;8.2;66673
$;05:40:33;14:15:45;14.02.2019;Y;12;51 15.37166 N;011 25.10705 E;0.460;0.8;;182.6;22.625;13.0;37.41;1014.659;8.2;66673
$;05:40:35;14:15:47;14.02.2019;Y;12;51 15.37344 N;011 25.10733 E;2.181;4.0;354.30;182.0;22.500;12.875;36.705;1014.539;8.2;66673
$;05:40:37;14:15:49;14.02.2019;Y;12;51 15.37398 N;011 25.10802 E;2.832;5.2;327.86;180.7;22.625;13.0;36.224;1014.770;8.2;66673
$;05:40:39;14:15:51;14.02.2019;Y;12;51 15.37556 N;011 25.10796 E;0.703;1.3;;180.9;22.500;13.0;35.980;1014.700;8.2;66673
$;05:40:41;14:15:53;14.02.2019;Y;12;51 15.37747 N;011 25.10812 E;3.079;5.7;341.51;180.2;22.625;13.0;35.759;1014.770;8.2;66673
$;05:40:43;14:15:55;14.02.2019;Y;12;51 15.37983 N;011 25.10823 E;0.620;1.1;;181.4;22.500;13.0;35.614;1014.739;8.2;66673
$;05:40:45;14:15:57;14.02.2019;Y;12;51 15.38106 N;011 25.10832 E;1.386;2.5;;180.7;22.500;12.875;35.477;1014.809;8.2;66673
$;05:40:47;14:15:59;14.02.2019;Y;12;51 15.38204 N;011 25.10875 E;0.729;1.3;;180.5;22.625;12.875;35.423;1014.820;8.2;66673
$;05:40:49;14:16:01;14.02.2019;Y;12;51 15.38313 N;011 25.10871 E;0.744;1.3;;181.0;22.500;13.0;35.446;1014.900;8.2;66673
$;05:40:51;14:16:03;14.02.2019;Y;12;51 15.38492 N;011 25.10814 E;1.974;3.6;346.49;181.2;22.500;13.0;35.416;1015.30;8.2;66673
$;05:40:53;14:16:05;14.02.2019;Y;12;51 15.38693 N;011 25.10806 E;1.736;3.2;;181.9;22.500;13.0;35.545;1014.929;8.2;66673
$;05:40:55;14:16:07;14.02.2019;Y;12;51 15.38759 N;011 25.10857 E;1.891;3.5;52.64;180.1;22.500;13.0;35.667;1014.950;8.2;66673
$;05:40:57;14:16:09;14.02.2019;Y;12;51 15.38886 N;011 25.10891 E;1.421;2.6;351.37;180.5;22.375;13.0;35.698;1014.989;8.2;66673
$;05:40:59;14:16:11;14.02.2019;Y;12;51 15.39063 N;011 25.10791 E;0.627;1.1;;182.2;22.375;13.0;35.522;1015.49;8.2;66673
$;05:41:01;14:16:13;14.02.2019;Y;12;51 15.39129 N;011 25.10730 E;1.994;3.6;339.64;181.5;22.500;13.0;35.599;1015.90;8.2;66673
$;05:41:03;14:16:15;14.02.2019;Y;12;51 15.39290 N;011 25.10614 E;1.892;3.5;337.01;182.7;22.375;13.125;35.507;1014.960;8.2;66673
$;05:41:05;14:16:17;14.02.2019;Y;12;51 15.39439 N;011 25.10639 E;1.957;3.6;349.91;181.4;22.375;13.0;35.347;1015.0;8.2;66673
$;05:41:07;14:16:19;14.02.2019;Y;12;51 15.39593 N;011 25.10618 E;2.348;4.3;13.39;183.2;22.375;13.125;35.149;1015.70;8.2;66673
$;05:41:09;14:16:21;14.02.2019;Y;12;51 15.39724 N;011 25.10603 E;2.073;3.8;1.97;182.6;22.375;13.0;35.19;1015.250;8.2;66673
$;05:41:11;14:16:23;14.02.2019;Y;12;51 15.39839 N;011 25.10531 E;1.719;3.1;355.18;181.4;22.375;13.125;34.897;1015.239;8.2;66673
$;05:41:13;14:16:25;14.02.2019;Y;12;51 15.40034 N;011 25.10541 E;2.660;4.9;357.88;181.6;22.250;13.0;34.843;1015.190;8.2;66673
$;05:41:15;14:16:27;14.02.2019;Y;12;51 15.40103 N;011 25.10503 E;1.399;2.5;;181.5;22.375;13.0;34.798;1015.390;8.2;66673
$;05:41:17;14:16:29;14.02.2019;Y;11;51 15.40278 N;011 25.10473 E;0.083;0.1;;184.4;22.250;13.125;34.721;1015.460;8.2;66673
$;05:41:19;14:16:31;14.02.2019;Y;11;51 15.40286 N;011 25.10468 E;0.055;0.1;;185.1;22.250;13.0;34.660;1015.380;8.2;66673
$;05:41:21;14:16:33;14.02.2019;Y;11;51 15.40303 N;011 25.10465 E;0.128;0.2;;186.0;22.375;13.250;34.630;1015.330;8.2;66673
$;05:41:23;14:16:35;14.02.2019;Y;11;51 15.40345 N;011 25.10474 E;0.075;0.1;;186.9;22.375;13.125;34.622;1015.400;8.2;66673
$;05:41:25;14:16:37;14.02.2019;Y;10;51 15.40345 N;011 25.10481 E;0.019;0.0;;187.1;22.375;13.125;34.607;1015.429;8.2;66673
$;05:41:27;14:16:39;14.02.2019;Y;11;51 15.40352 N;011 25.10475 E;0.240;0.4;;187.7;22.375;13.0;34.607;1015.500;8.2;66673
$;05:41:29;14:16:41;14.02.2019;Y;09;51 15.40387 N;011 25.10462 E;2.087;3.8;338.71;186.9;22.375;13.125;34.790;1015.340;8.2;66673
$;05:41:31;14:16:43;14.02.2019;Y;11;51 15.40500 N;011 25.10466 E;1.923;3.5;350.77;186.2;22.375;13.125;35.263;1015.289;8.2;66673
$;05:41:33;14:16:45;14.02.2019;Y;11;51 15.40591 N;011 25.10517 E;2.125;3.9;353.01;185.8;22.250;13.125;35.584;1015.409;8.2;66673
$;05:41:35;14:16:47;14.02.2019;Y;12;51 15.40698 N;011 25.10512 E;2.367;4.3;6.53;185.6;22.375;13.125;35.767;1015.440;8.2;66673
$;05:41:37;14:16:49;14.02.2019;Y;12;51 15.40807 N;011 25.10464 E;1.421;2.6;4.64;184.5;22.250;13.125;35.912;1015.489;8.2;66673
$;05:41:39;14:16:51;14.02.2019;Y;12;51 15.40925 N;011 25.10466 E;1.938;3.5;357.30;185.0;22.250;13.125;35.835;1015.549;8.2;66673
$;05:41:41;14:16:53;14.02.2019;Y;12;51 15.41028 N;011 25.10467 E;1.937;3.5;0.56;184.4;22.250;13.125;35.690;1015.539;8.2;66673
$;05:41:43;14:16:55;14.02.2019;Y;12;51 15.41154 N;011 25.10518 E;1.339;2.4;;183.3;22.375;13.125;35.866;1015.580;8.2;66673
$;05:41:45;14:16:57;14.02.2019;Y;12;51 15.41279 N;011 25.10528 E;0.414;0.7;;183.7;22.250;13.125;36.18;1015.729;8.2;66673
$;05:41:47;14:16:59;14.02.2019;Y;12;51 15.41383 N;011 25.10589 E;2.724;5.0;12.87;182.5;22.125;13.0;36.57;1015.659;8.2;66673
$;05:41:49;14:17:01;14.02.2019;Y;12;51 15.41508 N;011 25.10614 E;1.929;3.5;7.38;181.6;22.250;13.125;36.110;1015.750;8.2;66673
$;05:41:51;14:17:03;14.02.2019;Y;12;51 15.41694 N;011 25.10593 E;3.506;6.4;353.45;181.9;22.125;13.125;36.18;1015.849;8.2;66673
$;05:41:53;14:17:05;14.02.2019;Y;12;51 15.41804 N;011 25.10613 E;0.456;0.8;;180.6;22.250;13.125;35.942;1015.890;8.2;66673
$;05:41:55;14:17:07;14.02.2019;Y;12;51 15.41899 N;011 25.10688 E;2.278;4.2;;179.6;22.250;13.125;36.41;1015.989;8.2;66673
$;05:41:57;14:17:09;14.02.2019;Y;12;51 15.42082 N;011 25.10691 E;2.459;4.5;358.51;180.2;22.250;13.125;36.148;1015.809;8.2;66673
$;05:41:59;14:17:11;14.02.2019;Y;12;51 15.42217 N;011 25.10726 E;1.255;2.3;;178.6;22.125;13.250;36.194;1016.30;8.2;66673
$;05:42:01;14:17:13;14.02.2019;Y;12;51 15.42331 N;011 25.10757 E;1.457;2.6;;178.4;22.125;13.125;36.392;1016.99;8.2;66673
$;05:42:03;14:17:15;14.02.2019;Y;12;51 15.42507 N;011 25.10746 E;2.898;5.3;356.29;177.8;22.250;13.125;36.499;1016.130;8.2;66673
$;05:42:05;14:17:17;14.02.2019;Y;12;51 15.42652 N;011 25.10775 E;1.461;2.7;3.90;176.8;22.250;13.0;36.514;1016.179;8.2;66673
$;05:42:07;14:17:19;14.02.2019;Y;12;51 15.42794 N;011 25.10790 E;2.369;4.3;11.06;176.2;22.250;13.0;36.453;1016.190;8.2;66673
$;05:42:09;14:17:21;14.02.2019;Y;12;51 15.42950 N;011 25.10826 E;1.674;3.1;16.55;174.7;22.125;13.125;36.293;1016.299;8.2;66673
$;05:42:11;14:17:23;14.02.2019;Y;12;51 15.43106 N;011 25.10829 E;2.801;5.1;1.73;173.4;22.250;13.0;36.34;1016.320;8.2;66673
$;05:42:13;14:17:25;14.02.2019;Y;11;51 15.43265 N;011 25.10848 E;1.936;3.5;7.10;172.1;22.250;13.125;35.881;1016.330;8.2;66673
$;05:42:15;14:17:27;14.02.2019;Y;11;51 15.43462 N;011 25.10853 E;2.808;5.2;0.97;172.9;22.125;13.0;35.866;1016.349;8.2;66673
$;05:42:17;14:17:29;14.02.2019;Y;11;51 15.43667 N;011 25.10818 E;3.258;6.0;357.86;173.4;22.125;12.875;35.431;1016.419;8.2;66673
$;05:42:19;14:17:31;14.02.2019;Y;11;51 15.43870 N;011 25.10850 E;2.846;5.2;359.58;173.8;22.125;13.0;35.141;1016.250;8.2;66673
$;05:42:21;14:17:33;14.02.2019;Y;12;51 15.44020 N;011 25.10837 E;2.223;4.1;4.48;174.7;22.125;12.875;34.966;1016.510;8.2;66673
$;05:42:23;14:17:35;14.02.2019;Y;12;51 15.44121 N;011 25.10864 E;1.872;3.4;351.06;173.0;22.125;12.875;35.225;1016.590;8.2;66673
$;05:42:25;14:17:37;14.02.2019;Y;12;51 15.44292 N;011 25.10817 E;2.874;5.3;356.78;173.1;22.125;13.0;35.423;1016.559;8.2;66673
$;05:42:27;14:17:39;14.02.2019;Y;11;51 15.44484 N;011 25.10746 E;1.724;3.1;350.39;172.8;22.250;13.0;35.408;1016.659;8.2;66673
$;05:42:29;14:17:41;14.02.2019;Y;12;51 15.44579 N;011 25.10776 E;1.864;3.4;;171.2;22.125;13.0;35.385;1016.530;8.2;66673
$;05:42:31;14:17:43;14.02.2019;Y;12;51 15.44738 N;011 25.10833 E;2.727;5.0;3.91;171.2;22.125;12.875;35.210;1016.710;8.2;66673
$;05:42:33;14:17:45;14.02.2019;Y;12;51 15.44903 N;011 25.10876 E;2.593;4.8;3.91;170.7;22.125;12.750;34.943;1016.710;8.2;66673
$;05:42:35;14:17:47;14.02.2019;Y;12;51 15.45051 N;011 25.10953 E;2.254;4.1;10.39;170.8;22.125;12.875;34.721;1016.900;8.2;66673
$;05:42:37;14:17:49;14.02.2019;Y;12;51 15.45214 N;011 25.11028 E;3.212;5.9;17.27;170.5;22.125;12.875;34.752;1016.640;8.2;66673
$;05:42:39;14:17:51;14.02.2019;Y;12;51 15.45380 N;011 25.10996 E;2.097;3.8;350.81;171.1;22.125;12.875;34.935;1016.820;8.2;66673
$;05:42:41;14:17:53;14.02.2019;Y;12;51 15.45576 N;011 25.10994 E;3.371;6.2;4.91;169.9;22.125;12.750;34.973;1016.979;8.2;66673
$;05:42:43;14:17:55;14.02.2019;Y;12;51 15.45825 N;011 25.10995 E;2.274;4.2;3.03;169.6;22.125;12.750;35.72;1017.150;8.2;66673
$;05:42:45;14:17:57;14.02.2019;Y;12;51 15.46051 N;011 25.10962 E;3.413;6.3;354.81;169.5;22.0;12.750;35.133;1017.49;8.2;66673
$;05:42:47;14:17:59;14.02.2019;Y;12;51 15.46175 N;011 25.10977 E;2.166;4.0;356.13;168.1;22.0;12.750;35.248;1017.39;8.2;66673
$;05:42:49;14:18:01;14.02.2019;Y;12;51 15.46276 N;011 25.11002 E;1.361;2.5;;167.7;22.0;12.875;35.492;1017.299;8.2;66673
$;05:42:51;14:18:03;14.02.2019;Y;12;51 15.46417 N;011 25.11044 E;1.181;2.1;;166.9;22.0;12.750;35.667;1017.260;8.2;66673
$;05:42:53;14:18:05;14.02.2019;Y;12;51 15.46565 N;011 25.10949 E;1.749;3.2;346.97;168.2;22.0;12.750;35.950;1017.440;8.2;66673
$;05:42:55;14:18:07;14.02.2019;Y;12;51 15.46744 N;011 25.10897 E;2.071;3.8;348.32;168.0;22.125;12.625;36.156;1017.229;8.2;66673
$;05:42:57;14:18:09;14.02.2019;Y;12;51 15.46938 N;011 25.10941 E;2.095;3.8;7.80;167.6;21.875;12.875;36.41;1017.580;8.2;66673
$;05:42:59;14:18:11;14.02.2019;Y;12;51 15.47090 N;011 25.10986 E;1.674;3.1;;165.7;22.125;12.750;35.950;1017.450;8.2;66673
$;05:43:01;14:18:13;14.02.2019;Y;12;51 15.47213 N;011 25.10985 E;1.822;3.3;4.55;165.0;22.0;12.750;36.209;1017.710;8.2;66673
$;05:43:03;14:18:15;14.02.2019;Y;12;51 15.47364 N;011 25.11011 E;2.852;5.2;0.27;164.2;22.0;12.875;36.469;1017.559;8.2;66673
$;05:43:05;14:18:17;14.02.2019;Y;12;51 15.47535 N;011 25.11047 E;1.988;3.6;;163.7;21.875;12.750;36.598;1017.739;8.2;66673
$;05:43:07;14:18:19;14.02.2019;Y;12;51 15.47621 N;011 25.11045 E;1.424;2.6;;162.2;22.0;12.875;36.865;1017.820;8.2;66673
$;05:43:09;14:18:21;14.02.2019;Y;12;51 15.47707 N;011 25.11138 E;0.978;1.8;;161.2;21.875;12.750;37.48;1017.739;8.2;66673
$;05:43:11;14:18:23;14.02.2019;Y;12;51 15.47825 N;011 25.11216 E;2.122;3.9;;159.1;21.750;12.625;37.117;1017.650;8.2;66673
$;05:43:13;14:18:25;14.02.2019;Y;12;51 15.48044 N;011 25.11232 E;2.356;4.3;12.16;160.8;22.0;12.750;37.163;1017.900;8.2;66673
$;05:43:15;14:18:27;14.02.2019;Y;12;51 15.48226 N;011 25.11227 E;2.004;3.7;0.88;159.4;22.0;12.875;37.247;1017.969;8.2;66673
$;05:43:17;14:18:29;14.02.2019;Y;12;51 15.48453 N;011 25.11190 E;1.007;1.8;2.11;157.6;22.0;12.750;37.224;1017.869;8.2;66673
$;05:43:19;14:18:31;14.02.2019;Y;12;51 15.48637 N;011 25.11163 E;3.010;5.5;0.14;158.3;21.875;12.875;37.201;1018.99;8.2;66673
$;05:43:21;14:18:33;14.02.2019;Y;12;51 15.48886 N;011 25.11101 E;3.840;7.1;351.11;159.3;21.875;12.750;37.178;1018.80;8.2;66673
$;05:43:23;14:18:35;14.02.2019;Y;12;51 15.49101 N;011 25.11064 E;2.710;5.0;354.62;159.2;21.875;12.750;37.132;1018.159;8.2;66673
$;05:43:25;14:18:37;14.02.2019;Y;12;51 15.49270 N;011 25.11047 E;2.392;4.4;357.26;158.3;21.750;12.625;37.25;1018.229;8.2;66673
$;05:43:27;14:18:39;14.02.2019;Y;12;51 15.49431 N;011 25.11088 E;2.773;5.1;13.62;157.9;22.0;12.625;36.850;1018.369;8.2;66673
$;05:43:29;14:18:41;14.02.2019;Y;12;51 15.49611 N;011 25.11119 E;3.188;5.9;8.69;158.1;21.875;12.625;36.713;1018.309;8.2;66673
$;05:43:31;14:18:43;14.02.2019;Y;11;51 15.49738 N;011 25.11215 E;1.846;3.4;27.01;156.5;21.875;12.625;36.713;1018.250;8.2;66673
$;05:43:33;14:18:45;14.02.2019;Y;11;51 15.49869 N;011 25.11315 E;2.298;4.2;45.23;155.1;21.875;12.750;36.789;1018.359;8.2;66673
$;05:43:35;14:18:47;14.02.2019;Y;11;51 15.50003 N;011 25.11376 E;2.856;5.2;26.21;153.9;21.875;12.625;36.827;1018.469;8.2;66673
$;05:43:37;14:18:49;14.02.2019;Y;11;51 15.50151 N;011 25.11420 E;2.516;4.6;20.43;152.4;21.875;12.625;36.781;1018.450;8.2;66673
$;05:43:39;14:18:51;14.02.2019;Y;11;51 15.50353 N;011 25.11353 E;2.551;4.7;357.12;153.4;21.750;12.625;36.720;1018.570;8.2;66673
$;05:43:41;14:18:53;14.02.2019;Y;11;51 15.50522 N;011 25.11312 E;1.213;2.2;;153.8;21.875;12.500;36.675;1018.510;8.2;66673
$;05:43:43;14:18:55;14.02.2019;Y;12;51 15.50703 N;011 25.11300 E;2.606;4.8;7.26;154.1;22.0;12.625;36.644;1018.760;8.2;66673
$;05:43:45;14:18:57;14.02.2019;Y;12;51 15.50883 N;011 25.11267 E;2.674;4.9;355.50;153.0;21.750;12.625;36.652;1018.809;8.2;66673
$;05:43:47;14:18:59;14.02.2019;Y;12;51 15.51028 N;011 25.11306 E;1.014;1.8;;152.9;21.875;12.625;36.591;1018.799;8.2;66673
$;05:43:49;14:19:01;14.02.2019;Y;12;51 15.51120 N;011 25.11269 E;1.862;3.4;;153.3;21.750;12.750;36.537;1018.809;8.2;66673
$;05:43:51;14:19:03;14.02.2019;Y;12;51 15.51303 N;011 25.11242 E;2.698;4.9;359.61;153.1;21.875;12.750;36.552;1018.840;8.2;66673
$;05:43:53;14:19:05;14.02.2019;Y;12;51 15.51498 N;011 25.11198 E;2.605;4.8;358.21;152.8;21.750;12.750;36.613;1018.840;8.2;66673
$;05:43:55;14:19:07;14.02.2019;Y;12;51 15.51626 N;011 25.11162 E;1.823;3.3;;152.0;21.750;12.750;36.675;1018.979;8.2;66673
$;05:43:57;14:19:09;14.02.2019;Y;12;51 15.51764 N;011 25.11199 E;1.927;3.5;;150.6;21.750;12.750;36.736;1019.90;8.2;66673
$;05:43:59;14:19:11;14.02.2019;Y;12;51 15.51906 N;011 25.11204 E;2.457;4.5;16.11;150.4;21.750;12.750;36.804;1019.20;8.2;66673
$;05:44:01;14:19:13;14.02.2019;Y;12;51 15.52032 N;011 25.11192 E;2.294;4.2;15.28;148.1;21.875;12.750;36.896;1019.30;8.2;66673
$;05:44:03;14:19:15;14.02.2019;Y;12;51 15.52178 N;011 25.11206 E;1.904;3.5;11.64;149.4;21.750;12.750;37.254;1019.260;8.2;66673
$;05:44:05;14:19:17;14.02.2019;Y;12;51 15.52300 N;011 25.11293 E;2.215;4.1;27.13;148.8;21.750;12.625;37.407;1019.70;8.2;66673
$;05:44:07;14:19:19;14.02.2019;Y;12;51 15.52466 N;011 25.11335 E;2.679;4.9;22.24;148.8;21.875;12.625;37.361;1019.369;8.2;66673
$;05:44:09;14:19:21;14.02.2019;Y;12;51 15.52598 N;011 25.11344 E;1.451;2.6;;148.0;21.625;12.625;37.392;1019.190;8.2;66673
$;05:44:11;14:19:23;14.02.2019;Y;12;51 15.52720 N;011 25.11304 E;1.494;2.7;7.62;147.3;21.750;12.750;37.338;1019.390;8.2;66673
$;05:44:13;14:19:25;14.02.2019;Y;12;51 15.52847 N;011 25.11253 E;3.044;5.6;357.15;148.2;21.750;12.750;37.293;1019.469;8.2;66673
$;05:44:15;14:19:27;14.02.2019;Y;12;51 15.53089 N;011 25.11256 E;4.818;8.9;353.18;147.8;21.625;12.750;37.415;1019.400;8.2;66673
$;05:44:17;14:19:29;14.02.2019;Y;12;51 15.53281 N;011 25.11211 E;3.746;6.9;355.61;147.0;21.625;12.500;37.605;1019.549;8.2;66673
$;05:44:19;14:19:31;14.02.2019;Y;12;51 15.53492 N;011 25.11186 E;2.352;4.3;353.87;146.0;21.875;12.625;37.552;1019.729;8.2;66673
$;05:44:21;14:19:33;14.02.2019;Y;12;51 15.53634 N;011 25.11197 E;2.318;4.2;2.22;146.2;21.750;12.750;37.376;1019.750;8.2;66673
$;05:44:23;14:19:35;14.02.2019;Y;12;51 15.53816 N;011 25.11203 E;3.401;6.2;355.53;147.4;21.625;12.625;37.247;1019.690;8.2;66673
$;05:44:25;14:19:37;14.02.2019;Y;12;51 15.53943 N;011 25.11214 E;1.287;2.3;354.72;146.7;21.625;12.750;37.71;1019.770;8.2;66673
$;05:44:27;14:19:39;14.02.2019;Y;12;51 15.54068 N;011 25.11290 E;1.308;2.4;;146.7;21.625;12.625;36.957;1019.739;8.2;66673
$;05:44:29;14:19:41;14.02.2019;Y;12;51 15.54186 N;011 25.11292 E;1.090;2.0;;146.6;21.625;12.625;36.964;1019.820;8.2;66673
$;05:44:31;14:19:43;14.02.2019;Y;12;51 15.54387 N;011 25.11289 E;3.386;6.2;1.80;146.6;21.625;12.875;36.995;1019.929;8.2;66673
$;05:44:33;14:19:45;14.02.2019;Y;12;51 15.54520 N;011 25.11265 E;1.443;2.6;357.12;145.4;21.750;12.875;37.155;1019.900;8.2;66673
$;05:44:35;14:19:47;14.02.2019;Y;12;51 15.54689 N;011 25.11269 E;2.953;5.4;14.94;146.0;21.625;12.750;37.338;1019.859;8.2;66673
$;05:44:37;14:19:49;14.02.2019;Y;12;51 15.54850 N;011 25.11178 E;3.017;5.5;353.51;146.2;21.625;12.750;37.445;1019.890;8.2;66673
$;05:44:39;14:19:51;14.02.2019;Y;12;51 15.55023 N;011 25.11107 E;2.379;4.4;355.63;144.8;21.625;12.875;37.582;1019.929;8.2;66673
$;05:44:41;14:19:53;14.02.2019;Y;12;51 15.55245 N;011 25.11054 E;2.810;5.2;354.05;146.0;21.750;12.750;37.560;1019.940;8.2;66673
$;05:44:43;14:19:55;14.02.2019;Y;12;51 15.55411 N;011 25.11018 E;2.579;4.7;354.62;145.0;21.750;12.750;37.590;1020.219;8.2;66673
$;05:44:45;14:19:57;14.02.2019;Y;12;51 15.55591 N;011 25.10994 E;3.125;5.7;346.01;144.5;21.625;12.750;37.430;1020.70;8.2;66673
$;05:44:47;14:19:59;14.02.2019;Y;12;51 15.55759 N;011 25.10902 E;1.917;3.5;343.12;143.8;21.625;12.875;37.193;1020.179;8.2;66673
$;05:44:49;14:20:01;14.02.2019;Y;11;51 15.55890 N;011 25.10772 E;2.858;5.2;330.31;143.5;21.625;12.750;37.56;1020.270;8.2;66673
$;05:44:51;14:20:03;14.02.2019;Y;12;51 15.56040 N;011 25.10597 E;2.168;4.0;325.44;144.0;21.625;12.875;37.79;1020.190;8.2;66673
$;05:44:53;14:20:05;14.02.2019;Y;12;51 15.56130 N;011 25.10486 E;1.635;3.0;308.04;143.1;21.500;12.750;37.231;1020.90;8.2;66673
$;05:44:55;14:20:07;14.02.2019;Y;11;51 15.56243 N;011 25.10356 E;1.740;3.2;322.01;142.3;21.500;12.875;37.285;1020.49;8.2;66673
$;05:44:57;14:20:09;14.02.2019;Y;12;51 15.56350 N;011 25.10234 E;2.803;5.1;326.16;142.6;21.500;12.875;37.460;1020.150;8.2;66673
$;05:44:59;14:20:11;14.02.2019;Y;12;51 15.56486 N;011 25.10153 E;1.732;3.2;342.78;141.5;21.500;13.0;37.521;1020.260;8.2;66673
$;05:45:01;14:20:13;14.02.2019;Y;12;51 15.56662 N;011 25.10045 E;1.965;3.6;328.97;142.3;21.625;12.750;37.193;1020.210;8.2;66673
$;05:45:03;14:20:15;14.02.2019;Y;12;51 15.56804 N;011 25.09911 E;2.935;5.4;319.54;142.4;21.625;12.750;36.903;1020.500;8.2;66673
$;05:45:05;14:20:17;14.02.2019;Y;12;51 15.56944 N;011 25.09717 E;2.511;4.6;313.57;142.4;21.625;12.875;36.766;1020.260;8.2;66673
$;05:45:07;14:20:19;14.02.2019;Y;12;51 15.57026 N;011 25.09553 E;1.683;3.1;307.35;142.1;21.500;12.750;36.766;1020.280;8.2;66673
$;05:45:09;14:20:21;14.02.2019;Y;12;51 15.57168 N;011 25.09449 E;0.984;1.8;;141.1;21.625;12.875;36.987;1020.380;8.2;66673
$;05:45:11;14:20:23;14.02.2019;Y;12;51 15.57274 N;011 25.09392 E;1.573;2.9;;140.2;21.750;12.875;36.987;1020.400;8.2;66673
$;05:45:13;14:20:25;14.02.2019;Y;12;51 15.57396 N;011 25.09200 E;2.698;4.9;318.92;140.7;21.500;12.875;36.957;1020.450;8.2;66673
$;05:45:15;14:20:27;14.02.2019;Y;12;51 15.57457 N;011 25.09026 E;2.247;4.1;324.90;140.9;21.625;13.0;36.812;1020.419;8.2;66673
$;05:45:17;14:20:29;14.02.2019;Y;12;51 15.57579 N;011 25.08840 E;3.106;5.7;321.07;140.3;21.625;12.875;36.842;1020.320;8.2;66673
$;05:45:19;14:20:31;14.02.2019;Y;12;51 15.57714 N;011 25.08712 E;1.920;3.5;333.48;140.0;21.625;13.0;36.766;1020.390;8.2;66673
$;05:45:21;14:20:33;14.02.2019;Y;12;51 15.57853 N;011 25.08568 E;2.635;4.8;329.04;140.4;21.625;12.875;36.598;1020.460;8.2;66673
$;05:45:23;14:20:35;14.02.2019;Y;12;51 15.57976 N;011 25.08421 E;1.788;3.3;331.69;140.8;21.500;13.0;36.659;1020.590;8.2;66673
$;05:45:25;14:20:37;14.02.2019;Y;11;51 15.58122 N;011 25.08241 E;2.357;4.3;331.28;141.1;21.500;13.0;36.682;1020.539;8.2;66673
